trip_id,stop_id,arrival_time,departure_time,stop_sequence,arrival_time_clean
AFA25GEN-1038-Sunday-00_022600_1..S03R,142S,04:44:00,04:44:00,38,04:44:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,142N,03:52:00,03:52:00,1,03:52:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,139N,03:54:30,03:54:30,2,03:54:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,138N,03:55:30,03:55:30,3,03:55:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,137N,03:56:30,03:56:30,4,03:56:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,136N,03:58:00,03:58:00,5,03:58:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,135N,03:59:00,03:59:00,6,03:59:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,134N,04:00:30,04:00:30,7,04:00:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,133N,04:02:00,04:02:00,8,04:02:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,132N,04:03:30,04:03:30,9,04:03:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,131N,04:04:30,04:04:30,10,04:04:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,130N,04:05:30,04:05:30,11,04:05:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,129N,04:06:30,04:06:30,12,04:06:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,128N,04:08:00,04:08:00,13,04:08:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,127N,04:09:30,04:09:30,14,04:09:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,126N,04:11:30,04:11:30,15,04:11:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,125N,04:13:30,04:13:30,16,04:13:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,124N,04:15:00,04:15:00,17,04:15:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,123N,04:16:00,04:16:00,18,04:16:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,122N,04:17:30,04:17:30,19,04:17:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,121N,04:19:00,04:19:00,20,04:19:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,120N,04:20:30,04:20:30,21,04:20:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,119N,04:22:00,04:22:00,22,04:22:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,118N,04:23:30,04:23:30,23,04:23:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,117N,04:24:30,04:24:30,24,04:24:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,116N,04:26:30,04:26:30,25,04:26:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,115N,04:28:30,04:28:30,26,04:28:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,114N,04:30:00,04:30:00,27,04:30:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,113N,04:32:00,04:32:00,28,04:32:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,112N,04:34:00,04:34:00,29,04:34:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,111N,04:36:00,04:36:00,30,04:36:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,110N,04:37:30,04:37:30,31,04:37:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,109N,04:38:30,04:38:30,32,04:38:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,108N,04:40:00,04:40:00,33,04:40:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,107N,04:41:30,04:41:30,34,04:41:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,106N,04:43:00,04:43:00,35,04:43:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,104N,04:44:30,04:44:30,36,04:44:30
AFA25GEN-1038-Sunday-00_023200_1..N03R,103N,04:46:00,04:49:00,37,04:46:00
AFA25GEN-1038-Sunday-00_023200_1..N03R,101N,04:50:30,04:50:30,38,04:50:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,101S,04:06:00,04:06:00,1,04:06:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,103S,04:07:30,04:07:30,2,04:07:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,104S,04:09:00,04:09:00,3,04:09:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,106S,04:10:30,04:10:30,4,04:10:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,107S,04:12:00,04:12:00,5,04:12:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,108S,04:13:00,04:13:00,6,04:13:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,109S,04:14:30,04:14:30,7,04:14:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,110S,04:16:00,04:16:00,8,04:16:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,111S,04:17:30,04:17:30,9,04:17:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,112S,04:19:30,04:19:30,10,04:19:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,113S,04:21:00,04:21:00,11,04:21:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,114S,04:23:00,04:23:00,12,04:23:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,115S,04:24:30,04:24:30,13,04:24:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,116S,04:26:00,04:26:00,14,04:26:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,117S,04:28:30,04:28:30,15,04:28:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,118S,04:29:30,04:29:30,16,04:29:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,119S,04:30:30,04:30:30,17,04:30:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,120S,04:32:30,04:32:30,18,04:32:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,121S,04:34:30,04:34:30,19,04:34:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,122S,04:35:30,04:35:30,20,04:35:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,123S,04:37:00,04:37:00,21,04:37:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,124S,04:38:30,04:38:30,22,04:38:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,125S,04:40:00,04:40:00,23,04:40:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,126S,04:42:00,04:42:00,24,04:42:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,127S,04:43:30,04:43:30,25,04:43:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,128S,04:45:00,04:45:00,26,04:45:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,129S,04:46:00,04:46:00,27,04:46:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,130S,04:47:00,04:47:00,28,04:47:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,131S,04:48:00,04:48:00,29,04:48:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,132S,04:49:00,04:49:00,30,04:49:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,133S,04:50:30,04:50:30,31,04:50:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,134S,04:52:00,04:52:00,32,04:52:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,135S,04:54:00,04:54:00,33,04:54:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,136S,04:55:00,04:55:00,34,04:55:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,137S,04:56:00,04:59:00,35,04:56:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,138S,05:00:30,05:00:30,36,05:00:30
AFA25GEN-1038-Sunday-00_024600_1..S03R,139S,05:02:00,05:02:00,37,05:02:00
AFA25GEN-1038-Sunday-00_024600_1..S03R,142S,05:04:00,05:04:00,38,05:04:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,142N,04:12:00,04:12:00,1,04:12:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,139N,04:14:30,04:14:30,2,04:14:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,138N,04:15:30,04:15:30,3,04:15:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,137N,04:16:30,04:16:30,4,04:16:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,136N,04:18:00,04:18:00,5,04:18:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,135N,04:19:00,04:19:00,6,04:19:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,134N,04:20:30,04:20:30,7,04:20:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,133N,04:22:00,04:22:00,8,04:22:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,132N,04:23:30,04:23:30,9,04:23:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,131N,04:24:30,04:24:30,10,04:24:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,130N,04:25:30,04:25:30,11,04:25:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,129N,04:26:30,04:26:30,12,04:26:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,128N,04:28:00,04:28:00,13,04:28:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,127N,04:29:30,04:29:30,14,04:29:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,126N,04:31:30,04:31:30,15,04:31:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,125N,04:33:30,04:33:30,16,04:33:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,124N,04:35:00,04:35:00,17,04:35:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,123N,04:36:00,04:36:00,18,04:36:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,122N,04:37:30,04:37:30,19,04:37:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,121N,04:39:00,04:39:00,20,04:39:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,120N,04:40:30,04:40:30,21,04:40:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,119N,04:42:00,04:42:00,22,04:42:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,118N,04:43:30,04:43:30,23,04:43:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,117N,04:44:30,04:44:30,24,04:44:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,116N,04:46:30,04:46:30,25,04:46:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,115N,04:48:30,04:48:30,26,04:48:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,114N,04:50:00,04:50:00,27,04:50:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,113N,04:52:00,04:52:00,28,04:52:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,112N,04:54:00,04:54:00,29,04:54:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,111N,04:56:00,04:56:00,30,04:56:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,110N,04:57:30,04:57:30,31,04:57:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,109N,04:58:30,04:58:30,32,04:58:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,108N,05:00:00,05:00:00,33,05:00:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,107N,05:01:30,05:01:30,34,05:01:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,106N,05:03:00,05:03:00,35,05:03:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,104N,05:04:30,05:04:30,36,05:04:30
AFA25GEN-1038-Sunday-00_025200_1..N03R,103N,05:06:00,05:09:00,37,05:06:00
AFA25GEN-1038-Sunday-00_025200_1..N03R,101N,05:10:30,05:10:30,38,05:10:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,101S,04:26:00,04:26:00,1,04:26:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,103S,04:27:30,04:27:30,2,04:27:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,104S,04:29:00,04:29:00,3,04:29:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,106S,04:30:30,04:30:30,4,04:30:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,107S,04:32:00,04:32:00,5,04:32:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,108S,04:33:00,04:33:00,6,04:33:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,109S,04:34:30,04:34:30,7,04:34:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,110S,04:36:00,04:36:00,8,04:36:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,111S,04:37:30,04:37:30,9,04:37:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,112S,04:39:30,04:39:30,10,04:39:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,113S,04:41:00,04:41:00,11,04:41:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,114S,04:43:00,04:43:00,12,04:43:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,115S,04:44:30,04:44:30,13,04:44:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,116S,04:46:00,04:46:00,14,04:46:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,117S,04:48:30,04:48:30,15,04:48:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,118S,04:49:30,04:49:30,16,04:49:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,119S,04:50:30,04:50:30,17,04:50:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,120S,04:52:30,04:52:30,18,04:52:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,121S,04:54:30,04:54:30,19,04:54:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,122S,04:55:30,04:55:30,20,04:55:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,123S,04:57:00,04:57:00,21,04:57:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,124S,04:58:30,04:58:30,22,04:58:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,125S,05:00:00,05:00:00,23,05:00:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,126S,05:02:00,05:02:00,24,05:02:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,127S,05:03:30,05:03:30,25,05:03:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,128S,05:05:00,05:05:00,26,05:05:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,129S,05:06:00,05:06:00,27,05:06:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,130S,05:07:00,05:07:00,28,05:07:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,131S,05:08:00,05:08:00,29,05:08:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,132S,05:09:00,05:09:00,30,05:09:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,133S,05:10:30,05:10:30,31,05:10:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,134S,05:12:00,05:12:00,32,05:12:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,135S,05:14:00,05:14:00,33,05:14:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,136S,05:15:00,05:15:00,34,05:15:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,137S,05:16:00,05:19:00,35,05:16:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,138S,05:20:30,05:20:30,36,05:20:30
AFA25GEN-1038-Sunday-00_026600_1..S03R,139S,05:22:00,05:22:00,37,05:22:00
AFA25GEN-1038-Sunday-00_026600_1..S03R,142S,05:24:00,05:24:00,38,05:24:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,142N,04:32:00,04:32:00,1,04:32:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,139N,04:34:30,04:34:30,2,04:34:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,138N,04:35:30,04:35:30,3,04:35:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,137N,04:36:30,04:36:30,4,04:36:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,136N,04:38:00,04:38:00,5,04:38:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,135N,04:39:00,04:39:00,6,04:39:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,134N,04:40:30,04:40:30,7,04:40:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,133N,04:42:00,04:42:00,8,04:42:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,132N,04:43:30,04:43:30,9,04:43:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,131N,04:44:30,04:44:30,10,04:44:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,130N,04:45:30,04:45:30,11,04:45:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,129N,04:46:30,04:46:30,12,04:46:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,128N,04:48:00,04:48:00,13,04:48:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,127N,04:49:30,04:49:30,14,04:49:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,126N,04:51:30,04:51:30,15,04:51:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,125N,04:53:30,04:53:30,16,04:53:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,124N,04:55:00,04:55:00,17,04:55:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,123N,04:56:00,04:56:00,18,04:56:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,122N,04:57:30,04:57:30,19,04:57:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,121N,04:59:00,04:59:00,20,04:59:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,120N,05:00:30,05:00:30,21,05:00:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,119N,05:02:00,05:02:00,22,05:02:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,118N,05:03:30,05:03:30,23,05:03:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,117N,05:04:30,05:04:30,24,05:04:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,116N,05:06:30,05:06:30,25,05:06:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,115N,05:08:30,05:08:30,26,05:08:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,114N,05:10:00,05:10:00,27,05:10:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,113N,05:12:00,05:12:00,28,05:12:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,112N,05:14:00,05:14:00,29,05:14:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,111N,05:16:00,05:16:00,30,05:16:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,110N,05:17:30,05:17:30,31,05:17:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,109N,05:18:30,05:18:30,32,05:18:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,108N,05:20:00,05:20:00,33,05:20:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,107N,05:21:30,05:21:30,34,05:21:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,106N,05:23:00,05:23:00,35,05:23:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,104N,05:24:30,05:24:30,36,05:24:30
AFA25GEN-1038-Sunday-00_027200_1..N03R,103N,05:26:00,05:26:00,37,05:26:00
AFA25GEN-1038-Sunday-00_027200_1..N03R,101N,05:27:30,05:27:30,38,05:27:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,101S,04:46:00,04:46:00,1,04:46:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,103S,04:47:30,04:47:30,2,04:47:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,104S,04:49:00,04:49:00,3,04:49:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,106S,04:50:30,04:50:30,4,04:50:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,107S,04:52:00,04:52:00,5,04:52:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,108S,04:53:00,04:53:00,6,04:53:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,109S,04:54:30,04:54:30,7,04:54:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,110S,04:56:00,04:56:00,8,04:56:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,111S,04:57:30,04:57:30,9,04:57:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,112S,04:59:30,04:59:30,10,04:59:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,113S,05:01:00,05:01:00,11,05:01:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,114S,05:03:00,05:03:00,12,05:03:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,115S,05:04:30,05:04:30,13,05:04:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,116S,05:06:00,05:06:00,14,05:06:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,117S,05:08:30,05:08:30,15,05:08:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,118S,05:09:30,05:09:30,16,05:09:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,119S,05:10:30,05:10:30,17,05:10:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,120S,05:12:30,05:12:30,18,05:12:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,121S,05:14:30,05:14:30,19,05:14:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,122S,05:15:30,05:15:30,20,05:15:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,123S,05:17:00,05:17:00,21,05:17:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,124S,05:18:30,05:18:30,22,05:18:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,125S,05:20:00,05:20:00,23,05:20:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,126S,05:22:00,05:22:00,24,05:22:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,127S,05:23:30,05:23:30,25,05:23:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,128S,05:25:00,05:25:00,26,05:25:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,129S,05:26:00,05:26:00,27,05:26:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,130S,05:27:00,05:27:00,28,05:27:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,131S,05:28:00,05:28:00,29,05:28:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,132S,05:29:00,05:29:00,30,05:29:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,133S,05:30:30,05:30:30,31,05:30:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,134S,05:32:00,05:32:00,32,05:32:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,135S,05:34:00,05:34:00,33,05:34:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,136S,05:35:00,05:35:00,34,05:35:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,137S,05:36:00,05:38:00,35,05:36:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,138S,05:39:30,05:39:30,36,05:39:30
AFA25GEN-1038-Sunday-00_028600_1..S03R,139S,05:41:00,05:41:00,37,05:41:00
AFA25GEN-1038-Sunday-00_028600_1..S03R,142S,05:43:00,05:43:00,38,05:43:00
AFA25GEN-1038-Sunday-00_029200_1..N03R,142N,04:52:00,04:52:00,1,04:52:00
AFA25GEN-1038-Sunday-00_029200_1..N03R,139N,04:54:30,04:54:30,2,04:54:30
AFA25GEN-1038-Sunday-00_029200_1..N03R,138N,04:55:30,04:55:30,3,04:55:30
AFA25GEN-1038-Sunday-00_029200_1..N03R,137N,04:56:30,04:56:30,4,04:56:30
AFA25GEN-1038-Sunday-00_029200_1..N03R,136N,04:58:00,04:58:00,5,04:58:00
AFA25GEN-1038-Sunday-00_029200_1..N03R,135N,04:59:00,04:59:00,6,04:59:00
AFA25GEN-1038-Sunday-00_029200_1..N03R,134N,05:00:30,05:00:30,7,05:00:30
AFA25GEN-1038-Sunday-00_029200_1..N03R,133N,05:02:00,05:02:00,8,05:02:00
AFA25GEN-1038-Sunday-00_029200_1..N03R,132N,05:03:30,05:03:30,9,05:03:30
AFA25GEN-1038-Sunday-00_029200_1..N03R,131N,05:04:30,05:04:30,10,05:04:30
AFA25GEN-1038-Sunday-00_029200_1..N03R,130N,05:05:30,05:05:30,11,05:05:30
AFA25GEN-1038-Sunday-00_029200_1..N03R,129N,05:06:30,05:06:30,12,05:06:30
